event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id
EV012609,8300044,PROCESSING_COMPLETED,S02,U000209,12,PROCESSING,,36008,
EV012610,8300122,PROCESSING_COMPLETED,S24,U000112,2,PROCESSING,,67036,
EV012611,8300122,UNIT_ARRIVED,S25,U000112,1,,,,
EV012612,8300122,PROCESSING_STARTED,S25,U000112,0,STARVED,PROCESSING,38384,
EV012613,8300122,PROCESSING_STARTED,S24,U000113,1,IDLE,PROCESSING,47013,
EV012614,8302831,PROCESSING_COMPLETED,S08,U000135,8,PROCESSING,,61886,
EV012615,8302831,UNIT_ARRIVED,S09,U000135,1,,,,
EV012616,8302831,PROCESSING_STARTED,S09,U000135,0,STARVED,PROCESSING,44035,
EV012617,8302831,UNIT_ARRIVED,S08,U000144,8,,,,
EV012618,8302831,UNIT_ARRIVED,S07,U000157,12,,,,
EV012619,8302831,UNIT_ARRIVED,S06,U000170,12,,,,
EV012620,8302831,UNIT_ARRIVED,S05,U000183,12,,,,
EV012621,8302831,UNIT_ARRIVED,S04,U000196,12,,,,
EV012622,8302831,UNIT_ARRIVED,S03,U000209,12,,,,
EV012623,8302831,UNIT_ARRIVED,S02,U000222,12,,,,
EV012624,8302831,PROCESSING_STARTED,S01,U000223,0,IDLE,PROCESSING,31354,
EV012625,8302831,PROCESSING_STARTED,S02,U000210,12,IDLE,PROCESSING,32242,
EV012626,8302831,PROCESSING_STARTED,S03,U000197,12,IDLE,PROCESSING,40342,
EV012627,8302831,PROCESSING_STARTED,S04,U000184,12,IDLE,PROCESSING,42916,
EV012628,8302831,PROCESSING_STARTED,S05,U000171,12,IDLE,PROCESSING,40193,
EV012629,8302831,PROCESSING_STARTED,S06,U000158,12,IDLE,PROCESSING,42784,
EV012630,8302831,PROCESSING_STARTED,S07,U000145,12,IDLE,PROCESSING,39879,
EV012631,8302831,PROCESSING_STARTED,S08,U000136,8,IDLE,PROCESSING,47575,
EV012632,8302930,PROCESSING_COMPLETED,S27,U000110,0,PROCESSING,,38682,
EV012633,8302930,UNIT_ARRIVED,S28,U000110,1,,,,
EV012634,8302930,PROCESSING_STARTED,S28,U000110,0,STARVED,PROCESSING,53064,
EV012635,8307861,PROCESSING_COMPLETED,S21,U000116,0,PROCESSING,,51211,
EV012636,8307861,UNIT_ARRIVED,S22,U000116,1,,,,
EV012637,8307861,PROCESSING_STARTED,S22,U000116,0,STARVED,PROCESSING,46502,
EV012638,8309827,PROCESSING_COMPLETED,S26,U000111,0,PROCESSING,,33116,
EV012639,8309827,UNIT_ARRIVED,S27,U000111,1,,,,
EV012640,8309827,PROCESSING_STARTED,S27,U000111,0,STARVED,PROCESSING,45781,
EV012641,8309939,PROCESSING_COMPLETED,S20,U000117,0,PROCESSING,,53289,
EV012642,8309939,UNIT_ARRIVED,S21,U000117,1,,,,
EV012643,8309939,PROCESSING_STARTED,S21,U000117,0,STARVED,PROCESSING,52011,
EV012644,8315322,PROCESSING_COMPLETED,S30,U000107,1,PROCESSING,,81375,
EV012645,8315322,UNIT_ARRIVED,S31,U000107,1,,,,
EV012646,8315322,PROCESSING_STARTED,S31,U000107,0,STARVED,PROCESSING,45234,
EV012647,8315322,PROCESSING_STARTED,S30,U000108,0,IDLE,PROCESSING,55938,
EV012648,8318568,PROCESSING_COMPLETED,S17,U000123,0,PROCESSING,,62679,
EV012649,8318568,UNIT_ARRIVED,S18,U000123,4,,,,
EV012650,8318629,PROCESSING_COMPLETED,S11,U000133,0,PROCESSING,,36314,
EV012651,8318629,UNIT_ARRIVED,S12,U000133,1,,,,
EV012652,8318629,PROCESSING_STARTED,S12,U000133,0,STARVED,PROCESSING,49031,
EV012653,8318833,PROCESSING_COMPLETED,S14,U000125,0,PROCESSING,,40402,
EV012654,8318833,UNIT_ARRIVED,S15,U000125,1,,,,
EV012655,8318833,PROCESSING_STARTED,S15,U000125,0,STARVED,PROCESSING,55231,
EV012656,8331087,PROCESSING_COMPLETED,S19,U000118,0,PROCESSING,,40028,
EV012657,8331087,UNIT_ARRIVED,S20,U000118,1,,,,
EV012658,8331087,PROCESSING_STARTED,S20,U000118,0,STARVED,PROCESSING,47311,
EV012659,8332443,PROCESSING_COMPLETED,S16,U000124,0,PROCESSING,,37281,
EV012660,8332443,UNIT_ARRIVED,S17,U000124,1,,,,
EV012661,8332443,PROCESSING_STARTED,S17,U000124,0,STARVED,PROCESSING,47988,
EV012662,8333966,PROCESSING_COMPLETED,S18,U000119,4,PROCESSING,,42907,
EV012663,8333966,UNIT_ARRIVED,S19,U000119,1,,,,
EV012664,8333966,PROCESSING_STARTED,S19,U000119,0,STARVED,PROCESSING,49821,
EV012665,8333966,PROCESSING_STARTED,S18,U000120,3,IDLE,PROCESSING,53592,
EV012666,8334185,PROCESSING_COMPLETED,S01,U000223,0,PROCESSING,,31354,
EV012667,8335073,PROCESSING_COMPLETED,S02,U000210,12,PROCESSING,,32242,
EV012668,8338333,PROCESSING_COMPLETED,S10,U000134,0,PROCESSING,,56018,
EV012669,8338333,UNIT_ARRIVED,S11,U000134,1,,,,
EV012670,8338333,PROCESSING_STARTED,S11,U000134,0,STARVED,PROCESSING,43543,
EV012671,8338506,PROCESSING_COMPLETED,S25,U000112,0,PROCESSING,,38384,
EV012672,8338506,UNIT_ARRIVED,S26,U000112,1,,,,
EV012673,8338506,PROCESSING_STARTED,S26,U000112,0,STARVED,PROCESSING,41231,
EV012674,8339292,PROCESSING_COMPLETED,S29,U000109,0,PROCESSING,,53404,
EV012675,8339292,UNIT_ARRIVED,S30,U000109,1,,,,
EV012676,8340818,PROCESSING_COMPLETED,S13,U000126,6,PROCESSING,,62387,
EV012677,8340818,UNIT_ARRIVED,S14,U000126,1,,,,
EV012678,8340818,PROCESSING_STARTED,S14,U000126,0,STARVED,PROCESSING,48813,
EV012679,8340818,PROCESSING_STARTED,S13,U000127,5,IDLE,PROCESSING,47952,
EV012680,8342710,PROCESSING_COMPLETED,S07,U000145,12,PROCESSING,,39879,
EV012681,8343024,PROCESSING_COMPLETED,S05,U000171,12,PROCESSING,,40193,
EV012682,8343173,PROCESSING_COMPLETED,S03,U000197,12,PROCESSING,,40342,
EV012683,8345615,PROCESSING_COMPLETED,S06,U000158,12,PROCESSING,,42784,
EV012684,8345747,PROCESSING_COMPLETED,S04,U000184,12,PROCESSING,,42916,
EV012685,8346866,PROCESSING_COMPLETED,S09,U000135,0,PROCESSING,,44035,
EV012686,8346866,UNIT_ARRIVED,S10,U000135,1,,,,
EV012687,8346866,PROCESSING_STARTED,S10,U000135,0,STARVED,PROCESSING,48817,
EV012688,8347135,PROCESSING_COMPLETED,S24,U000113,1,PROCESSING,,47013,
EV012689,8347135,UNIT_ARRIVED,S25,U000113,1,,,,
EV012690,8347135,PROCESSING_STARTED,S25,U000113,0,STARVED,PROCESSING,36910,
EV012691,8347135,PROCESSING_STARTED,S24,U000114,0,IDLE,PROCESSING,59387,
EV012692,8350406,PROCESSING_COMPLETED,S08,U000136,8,PROCESSING,,47575,
EV012693,8350406,UNIT_ARRIVED,S09,U000136,1,,,,
EV012694,8350406,PROCESSING_STARTED,S09,U000136,0,STARVED,PROCESSING,38505,
EV012695,8350406,UNIT_ARRIVED,S08,U000145,8,,,,
EV012696,8350406,UNIT_ARRIVED,S07,U000158,12,,,,
EV012697,8350406,UNIT_ARRIVED,S06,U000171,12,,,,
EV012698,8350406,UNIT_ARRIVED,S05,U000184,12,,,,
EV012699,8350406,UNIT_ARRIVED,S04,U000197,12,,,,
EV012700,8350406,UNIT_ARRIVED,S03,U000210,12,,,,
EV012701,8350406,UNIT_ARRIVED,S02,U000223,12,,,,
EV012702,8350406,PROCESSING_STARTED,S01,U000224,0,IDLE,PROCESSING,40049,
EV012703,8350406,PROCESSING_STARTED,S02,U000211,12,IDLE,PROCESSING,39209,
EV012704,8350406,PROCESSING_STARTED,S03,U000198,12,IDLE,PROCESSING,41817,
EV012705,8350406,PROCESSING_STARTED,S04,U000185,12,IDLE,PROCESSING,48743,
EV012706,8350406,PROCESSING_STARTED,S05,U000172,12,IDLE,PROCESSING,43699,
EV012707,8350406,PROCESSING_STARTED,S06,U000159,12,IDLE,PROCESSING,33204,
EV012708,8350406,PROCESSING_STARTED,S07,U000146,12,IDLE,PROCESSING,39389,
EV012709,8350406,PROCESSING_STARTED,S08,U000137,8,IDLE,PROCESSING,56291,
EV012710,8354363,PROCESSING_COMPLETED,S22,U000116,0,PROCESSING,,46502,
EV012711,8354363,UNIT_ARRIVED,S23,U000116,1,,,,
EV012712,8355608,PROCESSING_COMPLETED,S27,U000111,0,PROCESSING,,45781,
EV012713,8355608,UNIT_ARRIVED,S28,U000111,1,,,,
EV012714,8355632,PROCESSING_COMPLETED,S23,U000115,1,PROCESSING,,61175,
EV012715,8355632,UNIT_ARRIVED,S24,U000115,1,,,,
EV012716,8355632,PROCESSING_STARTED,S23,U000116,0,IDLE,PROCESSING,47845,
EV012717,8355994,PROCESSING_COMPLETED,S28,U000110,1,PROCESSING,,53064,
EV012718,8355994,UNIT_ARRIVED,S29,U000110,1,,,,
EV012719,8355994,PROCESSING_STARTED,S29,U000110,0,STARVED,PROCESSING,45682,
EV012720,8355994,PROCESSING_STARTED,S28,U000111,0,IDLE,PROCESSING,58781,
EV012721,8360556,PROCESSING_COMPLETED,S31,U000107,0,PROCESSING,,45234,
EV012722,8360556,UNIT_ARRIVED,S32,U000107,1,,,,
EV012723,8360556,PROCESSING_STARTED,S32,U000107,0,STARVED,PROCESSING,31649,
EV012724,8361950,PROCESSING_COMPLETED,S21,U000117,0,PROCESSING,,52011,
EV012725,8361950,UNIT_ARRIVED,S22,U000117,1,,,,
EV012726,8361950,PROCESSING_STARTED,S22,U000117,0,STARVED,PROCESSING,49384,
EV012727,8367660,PROCESSING_COMPLETED,S12,U000133,0,PROCESSING,,49031,
EV012728,8367660,UNIT_ARRIVED,S13,U000133,6,,,,
EV012729,8371260,PROCESSING_COMPLETED,S30,U000108,1,PROCESSING,,55938,
EV012730,8371260,UNIT_ARRIVED,S31,U000108,1,,,,
EV012731,8371260,PROCESSING_STARTED,S31,U000108,0,STARVED,PROCESSING,52429,
EV012732,8371260,PROCESSING_STARTED,S30,U000109,0,IDLE,PROCESSING,61539,
EV012733,8374064,PROCESSING_COMPLETED,S15,U000125,0,PROCESSING,,55231,
EV012734,8374064,UNIT_ARRIVED,S16,U000125,1,,,,
EV012735,8374064,PROCESSING_STARTED,S16,U000125,0,STARVED,PROCESSING,37858,
EV012736,8378398,PROCESSING_COMPLETED,S20,U000118,0,PROCESSING,,47311,
EV012737,8378398,UNIT_ARRIVED,S21,U000118,1,,,,
EV012738,8378398,PROCESSING_STARTED,S21,U000118,0,STARVED,PROCESSING,58821,
EV012739,8379737,PROCESSING_COMPLETED,S26,U000112,0,PROCESSING,,41231,
EV012740,8379737,UNIT_ARRIVED,S27,U000112,1,,,,
EV012741,8379737,PROCESSING_STARTED,S27,U000112,0,STARVED,PROCESSING,46739,
EV012742,8380431,PROCESSING_COMPLETED,S17,U000124,0,PROCESSING,,47988,
EV012743,8380431,UNIT_ARRIVED,S18,U000124,4,,,,
EV012744,8381876,PROCESSING_COMPLETED,S11,U000134,0,PROCESSING,,43543,
EV012745,8381876,UNIT_ARRIVED,S12,U000134,1,,,,
EV012746,8381876,PROCESSING_STARTED,S12,U000134,0,STARVED,PROCESSING,45613,
EV012747,8383610,PROCESSING_COMPLETED,S06,U000159,12,PROCESSING,,33204,
EV012748,8383787,PROCESSING_COMPLETED,S19,U000119,0,PROCESSING,,49821,
EV012749,8383787,UNIT_ARRIVED,S20,U000119,1,,,,
EV012750,8383787,PROCESSING_STARTED,S20,U000119,0,STARVED,PROCESSING,46980,
EV012751,8384045,PROCESSING_COMPLETED,S25,U000113,0,PROCESSING,,36910,
EV012752,8384045,UNIT_ARRIVED,S26,U000113,1,,,,
EV012753,8384045,PROCESSING_STARTED,S26,U000113,0,STARVED,PROCESSING,43020,
EV012754,8387558,PROCESSING_COMPLETED,S18,U000120,4,PROCESSING,,53592,
EV012755,8387558,UNIT_ARRIVED,S19,U000120,1,,,,
EV012756,8387558,PROCESSING_STARTED,S19,U000120,0,STARVED,PROCESSING,42893,
EV012757,8387558,PROCESSING_STARTED,S18,U000121,3,IDLE,PROCESSING,63926,
EV012758,8388770,PROCESSING_COMPLETED,S13,U000127,6,PROCESSING,,47952,
EV012759,8388770,UNIT_ARRIVED,S14,U000127,1,,,,
EV012760,8388770,PROCESSING_STARTED,S13,U000128,5,IDLE,PROCESSING,58805,
EV012761,8388911,PROCESSING_COMPLETED,S09,U000136,0,PROCESSING,,38505,
EV012762,8388911,UNIT_ARRIVED,S10,U000136,1,,,,
EV012763,8389615,PROCESSING_COMPLETED,S02,U000211,12,PROCESSING,,39209,
EV012764,8389631,PROCESSING_COMPLETED,S14,U000126,1,PROCESSING,,48813,
EV012765,8389631,UNIT_ARRIVED,S15,U000126,1,,,,
EV012766,8389631,PROCESSING_STARTED,S15,U000126,0,STARVED,PROCESSING,47875,
EV012767,8389631,PROCESSING_STARTED,S14,U000127,0,IDLE,PROCESSING,43075,
EV012768,8389795,PROCESSING_COMPLETED,S07,U000146,12,PROCESSING,,39389,
EV012769,8390455,PROCESSING_COMPLETED,S01,U000224,0,PROCESSING,,40049,
EV012770,8392205,PROCESSING_COMPLETED,S32,U000107,0,PROCESSING,,31649,
EV012771,8392223,PROCESSING_COMPLETED,S03,U000198,12,PROCESSING,,41817,
EV012772,8394105,PROCESSING_COMPLETED,S05,U000172,12,PROCESSING,,43699,
EV012773,8395683,PROCESSING_COMPLETED,S10,U000135,1,PROCESSING,,48817,
EV012774,8395683,UNIT_ARRIVED,S11,U000135,1,,,,
EV012775,8395683,PROCESSING_STARTED,S11,U000135,0,STARVED,PROCESSING,34869,
EV012776,8395683,PROCESSING_STARTED,S10,U000136,0,IDLE,PROCESSING,43446,
EV012777,8399149,PROCESSING_COMPLETED,S04,U000185,12,PROCESSING,,48743,
EV012778,8401676,PROCESSING_COMPLETED,S29,U000110,0,PROCESSING,,45682,
EV012779,8401676,UNIT_ARRIVED,S30,U000110,1,,,,
EV012780,8403477,PROCESSING_COMPLETED,S23,U000116,0,PROCESSING,,47845,
EV012781,8403477,UNIT_ARRIVED,S24,U000116,2,,,,
EV012782,8406522,PROCESSING_COMPLETED,S24,U000114,2,PROCESSING,,59387,
EV012783,8406522,UNIT_ARRIVED,S25,U000114,1,,,,
EV012784,8406522,PROCESSING_STARTED,S25,U000114,0,STARVED,PROCESSING,42553,
EV012785,8406522,PROCESSING_STARTED,S24,U000115,1,IDLE,PROCESSING,59751,
EV012786,8406697,PROCESSING_COMPLETED,S08,U000137,8,PROCESSING,,56291,
EV012787,8406697,UNIT_ARRIVED,S09,U000137,1,,,,
EV012788,8406697,PROCESSING_STARTED,S09,U000137,0,STARVED,PROCESSING,40738,
EV012789,8406697,UNIT_ARRIVED,S08,U000146,8,,,,
EV012790,8406697,UNIT_ARRIVED,S07,U000159,12,,,,
EV012791,8406697,UNIT_ARRIVED,S06,U000172,12,,,,
EV012792,8406697,UNIT_ARRIVED,S05,U000185,12,,,,
EV012793,8406697,UNIT_ARRIVED,S04,U000198,12,,,,
EV012794,8406697,UNIT_ARRIVED,S03,U000211,12,,,,
EV012795,8406697,UNIT_ARRIVED,S02,U000224,12,,,,
EV012796,8406697,PROCESSING_STARTED,S01,U000225,0,IDLE,PROCESSING,38134,
EV012797,8406697,PROCESSING_STARTED,S02,U000212,12,IDLE,PROCESSING,41924,
EV012798,8406697,PROCESSING_STARTED,S03,U000199,12,IDLE,PROCESSING,41514,
EV012799,8406697,PROCESSING_STARTED,S04,U000186,12,IDLE,PROCESSING,48585,
EV012800,8406697,PROCESSING_STARTED,S05,U000173,12,IDLE,PROCESSING,52789,
EV012801,8406697,PROCESSING_STARTED,S06,U000160,12,IDLE,PROCESSING,36277,
EV012802,8406697,PROCESSING_STARTED,S07,U000147,12,IDLE,PROCESSING,44055,
EV012803,8406697,PROCESSING_STARTED,S08,U000138,8,IDLE,PROCESSING,69000,
EV012804,8411334,PROCESSING_COMPLETED,S22,U000117,0,PROCESSING,,49384,
EV012805,8411334,UNIT_ARRIVED,S23,U000117,1,,,,
EV012806,8411334,PROCESSING_STARTED,S23,U000117,0,STARVED,PROCESSING,55311,
EV012807,8411922,PROCESSING_COMPLETED,S16,U000125,0,PROCESSING,,37858,
EV012808,8411922,UNIT_ARRIVED,S17,U000125,1,,,,
EV012809,8411922,PROCESSING_STARTED,S17,U000125,0,STARVED,PROCESSING,53567,
EV012810,8414775,PROCESSING_COMPLETED,S28,U000111,0,PROCESSING,,58781,
EV012811,8414775,UNIT_ARRIVED,S29,U000111,1,,,,
EV012812,8414775,PROCESSING_STARTED,S29,U000111,0,STARVED,PROCESSING,47975,
EV012813,8423689,PROCESSING_COMPLETED,S31,U000108,0,PROCESSING,,52429,
EV012814,8423689,UNIT_ARRIVED,S32,U000108,1,,,,
EV012815,8423689,PROCESSING_STARTED,S32,U000108,0,STARVED,PROCESSING,31958,
EV012816,8426476,PROCESSING_COMPLETED,S27,U000112,0,PROCESSING,,46739,
EV012817,8426476,UNIT_ARRIVED,S28,U000112,1,,,,
EV012818,8426476,PROCESSING_STARTED,S28,U000112,0,STARVED,PROCESSING,47341,
EV012819,8427065,PROCESSING_COMPLETED,S26,U000113,0,PROCESSING,,43020,
EV012820,8427065,UNIT_ARRIVED,S27,U000113,1,,,,
EV012821,8427065,PROCESSING_STARTED,S27,U000113,0,STARVED,PROCESSING,41941,
EV012822,8427489,PROCESSING_COMPLETED,S12,U000134,0,PROCESSING,,45613,
EV012823,8427489,UNIT_ARRIVED,S13,U000134,6,,,,
EV012824,8430451,PROCESSING_COMPLETED,S19,U000120,0,PROCESSING,,42893,
EV012825,8430451,UNIT_ARRIVED,S20,U000120,1,,,,
EV012826,8430552,PROCESSING_COMPLETED,S11,U000135,0,PROCESSING,,34869,
EV012827,8430552,UNIT_ARRIVED,S12,U000135,1,,,,
EV012828,8430552,PROCESSING_STARTED,S12,U000135,0,STARVED,PROCESSING,40960,
EV012829,8430767,PROCESSING_COMPLETED,S20,U000119,1,PROCESSING,,46980,
EV012830,8430767,UNIT_ARRIVED,S21,U000119,1,,,,
EV012831,8430767,PROCESSING_STARTED,S20,U000120,0,IDLE,PROCESSING,45637,
EV012832,8432706,PROCESSING_COMPLETED,S14,U000127,0,PROCESSING,,43075,
EV012833,8432706,UNIT_ARRIVED,S15,U000127,1,,,,
EV012834,8432799,PROCESSING_COMPLETED,S30,U000109,1,PROCESSING,,61539,
EV012835,8432799,UNIT_ARRIVED,S31,U000109,1,,,,
EV012836,8432799,PROCESSING_STARTED,S31,U000109,0,STARVED,PROCESSING,60945,
EV012837,8432799,PROCESSING_STARTED,S30,U000110,0,IDLE,PROCESSING,47554,
EV012838,8437219,PROCESSING_COMPLETED,S21,U000118,1,PROCESSING,,58821,
EV012839,8437219,UNIT_ARRIVED,S22,U000118,1,,,,
EV012840,8437219,PROCESSING_STARTED,S22,U000118,0,STARVED,PROCESSING,48239,
EV012841,8437219,PROCESSING_STARTED,S21,U000119,0,IDLE,PROCESSING,49683,
EV012842,8437506,PROCESSING_COMPLETED,S15,U000126,1,PROCESSING,,47875,
EV012843,8437506,UNIT_ARRIVED,S16,U000126,1,,,,
EV012844,8437506,PROCESSING_STARTED,S16,U000126,0,STARVED,PROCESSING,41389,
EV012845,8437506,PROCESSING_STARTED,S15,U000127,0,IDLE,PROCESSING,38497,
EV012846,8439129,PROCESSING_COMPLETED,S10,U000136,0,PROCESSING,,43446,
EV012847,8439129,UNIT_ARRIVED,S11,U000136,1,,,,
EV012848,8439129,PROCESSING_STARTED,S11,U000136,0,STARVED,PROCESSING,47490,
EV012849,8442974,PROCESSING_COMPLETED,S06,U000160,12,PROCESSING,,36277,
EV012850,8444831,PROCESSING_COMPLETED,S01,U000225,0,PROCESSING,,38134,
EV012851,8447435,PROCESSING_COMPLETED,S09,U000137,0,PROCESSING,,40738,
EV012852,8447435,UNIT_ARRIVED,S10,U000137,1,,,,
EV012853,8447435,PROCESSING_STARTED,S10,U000137,0,STARVED,PROCESSING,39171,
EV012854,8447575,PROCESSING_COMPLETED,S13,U000128,6,PROCESSING,,58805,
EV012855,8447575,UNIT_ARRIVED,S14,U000128,1,,,,
EV012856,8447575,PROCESSING_STARTED,S14,U000128,0,STARVED,PROCESSING,49192,
EV012857,8447575,PROCESSING_STARTED,S13,U000129,5,IDLE,PROCESSING,56257,
EV012858,8448211,PROCESSING_COMPLETED,S03,U000199,12,PROCESSING,,41514,
EV012859,8448621,PROCESSING_COMPLETED,S02,U000212,12,PROCESSING,,41924,
EV012860,8449075,PROCESSING_COMPLETED,S25,U000114,0,PROCESSING,,42553,
EV012861,8449075,UNIT_ARRIVED,S26,U000114,1,,,,
EV012862,8449075,PROCESSING_STARTED,S26,U000114,0,STARVED,PROCESSING,42375,
EV012863,8450752,PROCESSING_COMPLETED,S07,U000147,12,PROCESSING,,44055,
EV012864,8451484,PROCESSING_COMPLETED,S18,U000121,3,PROCESSING,,63926,
EV012865,8451484,UNIT_ARRIVED,S19,U000121,1,,,,
EV012866,8451484,PROCESSING_STARTED,S19,U000121,0,STARVED,PROCESSING,41131,
EV012867,8451484,PROCESSING_STARTED,S18,U000122,2,IDLE,PROCESSING,57866,
EV012868,8455282,PROCESSING_COMPLETED,S04,U000186,12,PROCESSING,,48585,
EV012869,8455647,PROCESSING_COMPLETED,S32,U000108,0,PROCESSING,,31958,
EV012870,8459486,PROCESSING_COMPLETED,S05,U000173,12,PROCESSING,,52789,
EV012871,8462750,PROCESSING_COMPLETED,S29,U000111,0,PROCESSING,,47975,
EV012872,8462750,UNIT_ARRIVED,S30,U000111,1,,,,
EV012873,8465489,PROCESSING_COMPLETED,S17,U000125,0,PROCESSING,,53567,
EV012874,8465489,UNIT_ARRIVED,S18,U000125,3,,,,
EV012875,8466273,PROCESSING_COMPLETED,S24,U000115,1,PROCESSING,,59751,
EV012876,8466273,UNIT_ARRIVED,S25,U000115,1,,,,
EV012877,8466273,PROCESSING_STARTED,S25,U000115,0,STARVED,PROCESSING,43538,
EV012878,8466273,PROCESSING_STARTED,S24,U000116,0,IDLE,PROCESSING,62107,
EV012879,8466645,PROCESSING_COMPLETED,S23,U000117,0,PROCESSING,,55311,
EV012880,8466645,UNIT_ARRIVED,S24,U000117,1,,,,
EV012881,8469006,PROCESSING_COMPLETED,S27,U000113,0,PROCESSING,,41941,
EV012882,8469006,UNIT_ARRIVED,S28,U000113,1,,,,
EV012883,8471512,PROCESSING_COMPLETED,S12,U000135,0,PROCESSING,,40960,
EV012884,8471512,UNIT_ARRIVED,S13,U000135,6,,,,
EV012885,8473817,PROCESSING_COMPLETED,S28,U000112,1,PROCESSING,,47341,
EV012886,8473817,UNIT_ARRIVED,S29,U000112,1,,,,
EV012887,8473817,PROCESSING_STARTED,S29,U000112,0,STARVED,PROCESSING,59619,
EV012888,8473817,PROCESSING_STARTED,S28,U000113,0,IDLE,PROCESSING,44993,
EV012889,8475697,PROCESSING_COMPLETED,S08,U000138,8,PROCESSING,,69000,
EV012890,8475697,UNIT_ARRIVED,S09,U000138,1,,,,
EV012891,8475697,PROCESSING_STARTED,S09,U000138,0,STARVED,PROCESSING,39413,
EV012892,8475697,UNIT_ARRIVED,S08,U000147,8,,,,
EV012893,8475697,UNIT_ARRIVED,S07,U000160,12,,,,
EV012894,8475697,UNIT_ARRIVED,S06,U000173,12,,,,
EV012895,8475697,UNIT_ARRIVED,S05,U000186,12,,,,
EV012896,8475697,UNIT_ARRIVED,S04,U000199,12,,,,
EV012897,8475697,UNIT_ARRIVED,S03,U000212,12,,,,
EV012898,8475697,UNIT_ARRIVED,S02,U000225,12,,,,
EV012899,8475697,PROCESSING_STARTED,S01,U000226,0,IDLE,PROCESSING,34055,
EV012900,8475697,PROCESSING_STARTED,S02,U000213,12,IDLE,PROCESSING,39723,
EV012901,8475697,PROCESSING_STARTED,S03,U000200,12,IDLE,PROCESSING,41611,
EV012902,8475697,PROCESSING_STARTED,S04,U000187,12,IDLE,PROCESSING,40356,
EV012903,8475697,PROCESSING_STARTED,S05,U000174,12,IDLE,PROCESSING,36318,
EV012904,8475697,PROCESSING_STARTED,S06,U000161,12,IDLE,PROCESSING,40622,
EV012905,8475697,PROCESSING_STARTED,S07,U000148,12,IDLE,PROCESSING,41497,
EV012906,8475697,PROCESSING_STARTED,S08,U000139,8,IDLE,PROCESSING,71204,
EV012907,8476003,PROCESSING_COMPLETED,S15,U000127,0,PROCESSING,,38497,
EV012908,8476003,UNIT_ARRIVED,S16,U000127,1,,,,
EV012909,8476404,PROCESSING_COMPLETED,S20,U000120,0,PROCESSING,,45637,
EV012910,8476404,UNIT_ARRIVED,S21,U000120,1,,,,
EV012911,8478895,PROCESSING_COMPLETED,S16,U000126,1,PROCESSING,,41389,
EV012912,8478895,UNIT_ARRIVED,S17,U000126,1,,,,
EV012913,8478895,PROCESSING_STARTED,S17,U000126,0,STARVED,PROCESSING,52963,
EV012914,8478895,PROCESSING_STARTED,S16,U000127,0,IDLE,PROCESSING,37320,
EV012915,8480353,PROCESSING_COMPLETED,S30,U000110,1,PROCESSING,,47554,
EV012916,8480353,UNIT_ARRIVED,S31,U000110,1,,,,
EV012917,8480353,PROCESSING_STARTED,S30,U000111,0,IDLE,PROCESSING,47760,
EV012918,8485458,PROCESSING_COMPLETED,S22,U000118,0,PROCESSING,,48239,
EV012919,8485458,UNIT_ARRIVED,S23,U000118,1,,,,
EV012920,8485458,PROCESSING_STARTED,S23,U000118,0,STARVED,PROCESSING,48670,
EV012921,8486606,PROCESSING_COMPLETED,S10,U000137,0,PROCESSING,,39171,
EV012922,8486606,UNIT_ARRIVED,S11,U000137,1,,,,
EV012923,8486619,PROCESSING_COMPLETED,S11,U000136,1,PROCESSING,,47490,
EV012924,8486619,UNIT_ARRIVED,S12,U000136,1,,,,
EV012925,8486619,PROCESSING_STARTED,S12,U000136,0,STARVED,PROCESSING,41081,
EV012926,8486619,PROCESSING_STARTED,S11,U000137,0,IDLE,PROCESSING,38249,
EV012927,8486902,PROCESSING_COMPLETED,S21,U000119,1,PROCESSING,,49683,
EV012928,8486902,UNIT_ARRIVED,S22,U000119,1,,,,
EV012929,8486902,PROCESSING_STARTED,S22,U000119,0,STARVED,PROCESSING,40215,
EV012930,8486902,PROCESSING_STARTED,S21,U000120,0,IDLE,PROCESSING,47136,
EV012931,8491450,PROCESSING_COMPLETED,S26,U000114,0,PROCESSING,,42375,
EV012932,8491450,UNIT_ARRIVED,S27,U000114,1,,,,
EV012933,8491450,PROCESSING_STARTED,S27,U000114,0,STARVED,PROCESSING,45561,
EV012934,8492615,PROCESSING_COMPLETED,S19,U000121,0,PROCESSING,,41131,
EV012935,8492615,UNIT_ARRIVED,S20,U000121,1,,,,
EV012936,8492615,PROCESSING_STARTED,S20,U000121,0,STARVED,PROCESSING,49669,
EV012937,8493744,PROCESSING_COMPLETED,S31,U000109,1,PROCESSING,,60945,
EV012938,8493744,UNIT_ARRIVED,S32,U000109,1,,,,
EV012939,8493744,PROCESSING_STARTED,S32,U000109,0,STARVED,PROCESSING,39883,
EV012940,8493744,PROCESSING_STARTED,S31,U000110,0,IDLE,PROCESSING,58256,
EV012941,8496767,PROCESSING_COMPLETED,S14,U000128,0,PROCESSING,,49192,
EV012942,8496767,UNIT_ARRIVED,S15,U000128,1,,,,
EV012943,8496767,PROCESSING_STARTED,S15,U000128,0,STARVED,PROCESSING,42773,
EV012944,8503832,PROCESSING_COMPLETED,S13,U000129,6,PROCESSING,,56257,
EV012945,8503832,UNIT_ARRIVED,S14,U000129,1,,,,
